Turn,Player,PlayerCount,MapWidth,MapHeight,CivId,MetPlayersMask,IsLastPlayer,GDP,Treasury,CoinTier,MonetarySystem,Inflation,Population,Cities,Military,TechsResearched,CultureTotal,TradePartners,CompositeCSI,EraVP,AvgHappiness,Corruption,CrisisType,IndustrialRev,GovernmentType,IncomeTax,IncomeCommercial,IncomeIndustrial,IncomeTileGold,IncomeGoodsEcon,TotalIncome,EffectiveIncome,ExpenseUnits,ExpenseBuildings,TotalExpense,NetFlow,GoodsStockpiled,FoodPerTurn,FamineCities,ScienceDiffusion,CultureDiffusion
53,0,4,80,52,0,5,0,542,0,0,0,0,4,1,0,5,309.75,1,0.630167,20,2.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,147,8,0,0.5,0.3
53,1,4,80,52,1,2,0,885,0,0,0,0,4,1,1,5,315,0,0.947722,22,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,233,9,0,0,0
53,2,4,80,52,2,5,0,684,0,0,0,0,4,1,0,5,259.35,0,0.686679,10,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,132,6,0,0,0
53,3,4,80,52,3,8,1,931,0,0,0,0,5,2,1,3,277.2,0,0.808737,2,3.14149,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,244,8,0,0,0
54,0,4,80,52,0,5,0,599,0,0,0,0,4,1,0,5,316.05,1,0.6301,20,2.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,151,8,0,0.5,0.3
54,1,4,80,52,1,2,0,963,0,0,0,0,4,1,1,5,321.3,0,0.947406,22,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,237,9,0,0,0
54,2,4,80,52,2,5,0,693,0,0,0,0,4,1,0,5,265.65,0,0.679581,10,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,135,6,0,0,0
54,3,4,80,52,3,8,1,992,0,0,0,0,5,2,1,3,284.55,0,0.81601,2,3.14149,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,251,8,0,0,0
55,0,4,80,52,0,5,0,655,0,0,0,0,4,1,0,5,322.35,1,0.63587,20,2.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,155,8,0,0.5,0.3
55,1,4,80,52,1,2,0,983,0,0,0,0,4,1,1,5,327.6,0,0.948219,22,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,243,9,0,0,0
55,2,4,80,52,2,5,0,684,0,0,0,0,4,1,0,5,271.95,0,0.677365,10,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,136,6,0,0,0
55,3,4,80,52,3,8,1,969,0,0,0,0,5,2,1,3,291.9,0,0.811747,2,3.14149,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,258,8,0,0,0
56,0,4,80,52,0,5,0,671,0,0,0,0,4,1,0,5,328.65,1,0.632432,20,2.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,159,8,0,0.5,0.3
56,1,4,80,52,1,2,0,1028,0,0,0,0,4,1,1,5,333.9,0,0.946734,22,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,248,9,0,0,0
56,2,4,80,52,2,5,0,694,0,0,0,0,4,1,0,5,278.25,0,0.673102,10,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,137,6,0,0,0
56,3,4,80,52,3,8,1,1024,0,0,0,0,5,2,1,3,299.25,0,0.820708,2,3.14149,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,265,8,0,0,0
57,0,4,80,52,0,5,0,638,0,0,0,0,4,1,0,5,334.95,1,0.63031,20,2.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,163,8,0,0.5,0.3
57,1,4,80,52,1,2,0,951,0,0,0,0,4,1,1,5,340.2,0,0.940529,22,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,251,9,0,0,0
57,2,4,80,52,2,5,0,718,0,0,0,0,4,1,0,5,284.55,0,0.677808,10,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,138,6,0,0,0
57,3,4,80,52,3,8,1,1033,0,0,0,0,5,2,1,3,306.6,0,0.824405,2,3.14149,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,275,9,0,0,0
58,0,4,80,52,0,5,0,655,0,0,0,0,5,2,0,5,342.3,1,0.862932,20,4.2,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,168,12,0,0.5,0.3
58,1,4,80,52,1,2,0,1037,0,0,0,0,4,1,1,5,346.5,0,0.659036,22,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,256,9,0,0,0
58,2,4,80,52,2,5,0,726,0,0,0,0,4,1,0,5,290.85,0,0.659227,10,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,139,6,0,0,0
58,3,4,80,52,3,8,1,1105,0,0,0,0,5,2,1,3,313.95,0,0.94605,2,3.14149,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,283,9,0,0,0
59,0,4,80,52,0,5,0,727,0,0,0,0,5,2,0,5,349.65,1,0.883532,20,4.2,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,173,12,0,0.5,0.3
59,1,4,80,52,1,2,0,1061,0,0,0,0,4,1,1,5,352.8,0,0.686687,22,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,262,9,0,0,0
59,2,4,80,52,2,5,0,715,0,0,0,0,4,1,0,5,297.15,0,0.670508,10,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,142,6,0,0,0
59,3,4,80,52,3,8,1,1084,0,0,0,0,5,2,0,3,321.3,0,0.887448,2,3.14149,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,291,9,0,0,0
60,0,4,80,52,0,5,0,747,0,0,0,0,5,2,0,5,357,1,0.916107,44,5.2,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,168,12,0,0.5,0.3
60,1,4,80,52,1,2,0,1107,0,0,0,0,4,1,1,5,359.1,0,0.685448,34,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,267,9,0,0,0
60,2,4,80,52,2,5,0,720,0,0,0,0,4,1,0,5,303.45,0,0.666361,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,145,6,0,0,0
60,3,4,80,52,3,8,1,1158,0,0,0,0,5,2,0,3,328.65,0,0.8968,14,3.14149,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,300,9,0,0,0
61,0,4,80,52,0,5,0,666,0,0,0,0,6,2,0,5,365.4,1,0.914716,44,5.03431,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,173,12,0,0.5,0.3
61,1,4,80,52,1,2,0,1024,0,0,0,0,4,1,1,5,365.4,0,0.675678,34,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,270,9,0,0,0
61,2,4,80,52,2,5,0,751,0,0,0,0,4,1,0,5,309.75,0,0.666862,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,148,6,0,0,0
61,3,4,80,52,3,8,1,1190,0,0,0,0,5,2,0,3,336,0,0.898712,14,3.14149,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,312,9,0,0,0
62,0,4,80,52,0,5,0,698,0,0,0,0,6,2,0,5,373.8,1,0.941122,44,6.03431,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,179,12,0,0,0.6
62,1,4,80,52,1,2,0,1114,0,0,0,0,4,1,1,5,371.7,0,0.673267,34,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,274,9,0,0,0
62,2,4,80,52,2,5,0,764,0,0,0,0,4,1,0,5,316.05,0,0.657368,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,141,6,0,0,0
62,3,4,80,52,3,8,1,1269,0,0,0,0,6,2,0,3,344.4,0,0.912504,14,3.01436,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,321,10,0,0,0
63,0,4,80,52,0,5,0,797,0,0,0,0,6,2,0,5,382.2,1,0.937335,44,6.03431,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,185,12,0,0,0.6
63,1,4,80,52,1,2,0,1133,0,0,0,0,4,1,1,5,378,0,0.648014,34,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,280,9,0,0,0
63,2,4,80,52,2,5,0,684,0,0,0,0,4,1,0,5,322.35,0,0.635126,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,144,6,0,0,0
63,3,4,80,52,3,8,1,1233,0,0,0,0,6,2,1,3,352.8,0,0.963029,14,3.01436,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,329,10,0,0,0
64,0,4,80,52,0,5,0,885,0,0,0,0,6,2,0,5,390.6,1,0.974111,44,7.03431,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,191,12,0,0,0.6
64,1,4,80,52,1,2,0,1181,0,0,0,0,4,1,1,5,384.3,0,0.644325,34,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,285,9,0,0,0
64,2,4,80,52,2,5,0,714,0,0,0,0,4,1,0,5,328.65,0,0.632364,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,147,6,0,0,0
64,3,4,80,52,3,8,1,1313,0,0,0,0,6,2,1,3,361.2,0,0.968693,14,3.01436,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,339,10,0,0,0
65,0,4,80,52,0,5,0,867,0,0,0,0,6,2,0,5,399,1,0.980212,44,7.03431,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,197,12,0,0,0.6
65,1,4,80,52,1,10,0,1090,0,0,0,0,4,1,1,5,390.6,0,0.6412,34,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,288,9,0,0,0
65,2,4,80,52,2,5,0,715,0,0,0,0,4,1,0,5,334.95,0,0.638246,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,150,6,0,0,0
65,3,4,80,52,3,10,1,1361,0,0,0,0,5,2,1,3,368.55,0,0.968091,14,3.14149,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,352,9,0,0,0
66,0,4,80,52,0,5,0,828,0,0,0,0,7,2,0,6,408.45,1,0.994464,44,6.90718,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,202,12,0,0,0.6
66,1,4,80,52,1,10,0,1115,0,0,0,0,4,1,1,5,396.9,0,0.63336,34,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,275,9,0,0,0
66,2,4,80,52,2,5,0,703,0,0,0,0,4,1,0,5,341.25,0,0.626262,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,153,6,0,0,0
66,3,4,80,52,3,10,1,1433,0,0,0,0,5,2,1,3,375.9,0,0.965823,14,3.14149,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,379,9,0,0,0
67,0,4,80,52,0,5,0,861,0,0,0,0,7,2,0,6,417.9,1,0.997203,44,6.90718,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,209,12,0,0,0.6
67,1,4,80,52,1,10,0,1083,0,0,0,0,4,1,1,5,403.2,0,0.629766,34,2.8,0,0,0,3,0,0,0,0,0,0,0,1,0,1,-1,281,9,0,0,0
67,2,4,80,52,2,5,0,721,0,0,0,0,4,1,0,5,347.55,0,0.627619,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,156,6,0,0,0
67,3,4,80,52,3,10,1,1437,0,0,0,0,5,2,1,3,383.25,0,0.96544,14,3.14149,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,393,9,0,0,0
68,0,4,80,52,0,5,0,884,0,0,0,0,7,2,0,6,427.35,1,1.00909,44,6.90718,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,205,12,0,0,0.6
68,1,4,80,52,1,10,0,1106,0,0,0,0,4,1,0,5,409.5,0,0.58449,34,2.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,286,9,0,0,0
68,2,4,80,52,2,5,0,727,0,0,0,0,4,1,0,5,353.85,0,0.638135,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,159,6,0,0,0
68,3,4,80,52,3,10,1,1459,0,0,0,0,5,2,1,3,390.6,0,0.988962,14,3.14149,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,402,9,0,0,0
69,0,4,80,52,0,5,0,923,0,0,0,0,7,2,0,6,436.8,1,1.01065,44,6.90718,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,212,12,0,0,0.6
69,1,4,80,52,1,10,0,1088,0,0,0,0,4,1,0,5,415.8,0,0.58037,34,2.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,289,9,0,0,0
69,2,4,80,52,2,5,0,862,0,0,0,0,4,1,0,5,360.15,0,0.648947,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,162,6,0,0,0
69,3,4,80,52,3,10,1,1408,0,0,0,0,5,2,1,3,397.95,0,0.981076,14,3.14149,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,404,9,0,0,0
70,0,4,80,52,0,5,0,1018,0,0,0,0,7,2,0,6,446.25,1,1.00339,44,6.90718,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,218,12,0,0,0.6
70,1,4,80,52,1,10,0,1278,0,0,0,0,4,1,0,5,422.1,0,0.582371,34,2.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,293,9,0,0,0
70,2,4,80,52,2,5,0,931,0,0,0,0,4,1,0,5,366.45,0,0.642271,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,165,6,0,0,0
70,3,4,80,52,3,10,1,1525,0,0,0,0,6,2,1,3,406.35,0,0.984854,14,3.01436,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,416,10,0,0,0
71,0,4,80,52,0,5,0,1005,0,0,0,0,7,2,0,6,455.7,1,1.07483,44,6.90718,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,226,12,0,0,0.6
71,1,4,80,52,1,10,0,1126,0,0,0,0,4,1,0,5,428.4,0,0.575186,34,2.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,299,9,0,0,0
71,2,4,80,52,2,5,0,788,0,0,0,0,4,1,0,5,372.75,0,0.634036,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,167,6,0,0,0
71,3,4,80,52,3,10,1,1580,0,0,0,0,6,2,1,3,414.75,0,0.930678,14,3.01436,0,0,0,3,0,0,0,0,0,0,0,1,2,3,-3,427,10,0,0,0
72,0,4,80,52,0,5,0,1070,0,0,0,0,7,2,0,6,465.15,1,1.06419,44,6.90718,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,215,12,0,0.5,0.9
72,1,4,80,52,1,10,0,1226,0,0,0,0,3,1,0,5,433.65,0,0.548782,34,2.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,304,11,0,0,0
72,2,4,80,52,2,5,0,797,0,0,0,0,4,1,0,5,379.05,0,0.632085,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,169,6,0,0,0
72,3,4,80,52,3,10,1,1710,0,0,0,0,8,3,1,3,425.25,0,1.07571,14,6.20957,0,0,0,3,0,0,0,0,0,0,0,1,4,5,-5,437,12,0,0,0
73,0,4,80,52,0,5,0,1110,0,0,0,0,7,2,0,6,474.6,1,1.12736,44,8.90718,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,221,12,0,0.5,0.9
73,1,4,80,52,1,10,0,1194,0,0,0,0,4,1,0,5,439.95,0,0.55378,34,2.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,303,11,0,0,0
73,2,4,80,52,2,5,0,934,0,0,0,0,4,1,0,5,385.35,0,0.635894,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,171,6,0,0,0
73,3,4,80,52,3,10,1,1786,0,0,0,0,8,3,1,3,435.75,0,1.06698,14,6.13812,0,0,0,3,0,0,0,0,0,0,0,1,5,6,-6,444,12,0,0,0
74,0,4,80,52,0,5,0,1150,0,0,0,0,6,2,0,6,483,1,1.11961,44,9.03431,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,230,12,0,0.5,0.9
74,1,4,80,52,1,10,0,1331,0,0,0,0,4,1,0,5,446.25,0,0.592977,34,3.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,309,11,0,0,0
74,2,4,80,52,2,5,0,940,0,0,0,0,4,1,0,6,391.65,0,0.650606,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,173,6,0,0,0
74,3,4,80,52,3,10,1,1826,0,0,0,0,8,3,1,3,446.25,0,1.10461,14,7.30479,0,0,0,3,0,0,0,0,0,0,0,1,5,6,-6,455,12,0,0,0
75,0,4,80,52,0,5,0,1074,0,0,0,0,6,2,0,6,491.4,1,1.11546,44,9.03431,0,0,0,3,0,0,0,0,0,0,0,0,2,2,-2,232,12,0,0.5,0.9
75,1,4,80,52,1,10,0,1196,0,0,0,0,4,1,0,5,452.55,0,0.588068,34,3.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,316,11,0,0,0
75,2,4,80,52,2,5,0,832,0,0,0,0,4,1,0,6,397.95,0,0.644535,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,175,6,0,0,0
75,3,4,80,52,3,10,1,1674,0,0,0,0,9,3,1,3,457.8,0,1.11004,14,7.19433,0,0,0,3,0,0,0,0,0,0,0,1,5,6,-6,472,12,0,0,0
76,0,4,80,52,0,5,0,1013,0,0,0,0,6,2,0,6,499.8,1,1.10907,44,9.03431,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,238,12,0,0.5,0.9
76,1,4,80,52,1,10,0,1251,0,0,0,0,4,1,0,5,458.85,0,0.624882,34,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,322,11,0,0,0
76,2,4,80,52,2,5,0,817,0,0,0,0,4,1,0,6,404.25,0,0.642213,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,177,6,0,0,0
76,3,4,80,52,3,10,1,1772,0,0,0,0,9,3,1,3,469.35,0,1.11568,14,7.19433,0,0,0,3,0,0,0,0,0,0,0,1,5,6,-6,483,12,0,0,0
77,0,4,80,52,0,5,0,1049,0,0,0,0,6,2,0,6,508.2,1,1.09957,44,9.03431,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,242,12,0,0,0
77,1,4,80,52,1,10,0,1304,0,0,0,0,4,1,0,5,465.15,0,0.616124,34,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,326,11,0,0,0
77,2,4,80,52,2,5,0,979,0,0,0,0,4,1,0,6,410.55,0,0.643498,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,187,6,0,0,0
77,3,4,80,52,3,10,1,1972,0,0,0,0,9,3,1,4,480.9,0,1.13241,14,7.19433,0,0,0,3,0,0,0,0,0,0,0,1,5,6,-6,487,12,0,0,0
78,0,4,80,52,0,5,0,1133,0,0,0,0,6,2,0,6,516.6,1,1.10052,44,9.03431,0,0,0,5,0,0,0,0,0,0,0,0,2,2,-2,253,12,0,0,0
78,1,4,80,52,1,10,0,1489,0,0,0,0,4,1,0,5,471.45,0,0.622754,34,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,330,11,0,0,0
78,2,4,80,52,2,5,0,939,0,0,0,0,4,1,0,6,416.85,0,0.636092,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,189,6,0,0,0
78,3,4,80,52,3,10,1,2099,0,0,0,0,9,3,1,4,492.45,0,1.13204,14,7.19433,0,0,0,3,0,0,0,0,0,0,0,1,5,6,-6,508,12,0,0,0
79,0,4,80,52,0,5,0,1110,0,0,0,0,7,2,1,6,526.05,1,1.22288,44,8.90718,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,259,12,0,0,0
79,1,4,80,52,1,10,0,1366,0,0,0,0,4,1,0,6,477.75,0,0.596116,34,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,337,11,0,0,0
79,2,4,80,52,2,5,0,894,0,0,0,0,4,1,0,6,423.15,0,0.596297,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,191,6,0,0,0
79,3,4,80,52,3,10,1,2180,0,0,0,0,9,3,1,4,504,0,1.06841,14,7.19433,0,0,0,5,0,0,0,0,0,0,0,1,5,6,-6,519,12,0,0,0
80,0,4,80,52,0,5,0,1069,0,0,0,0,7,2,1,6,535.5,1,1.21406,44,8.90718,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,268,12,0,0,0
80,1,4,80,52,1,10,0,1334,0,0,0,0,4,1,0,6,484.05,0,0.591696,34,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,326,11,0,0,0
80,2,4,80,52,2,5,0,837,0,0,0,0,4,1,0,6,429.45,0,0.587807,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,193,6,0,0,0
80,3,4,80,52,3,10,1,1993,0,0,0,0,10,3,1,5,516.6,0,1.08114,14,7.10957,0,0,0,5,0,0,0,0,0,0,0,1,5,6,-6,526,12,0,0,0
81,0,4,80,52,0,5,0,1146,0,0,0,0,7,2,1,6,544.95,1,1.21794,44,8.90718,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,275,12,0,0,0
81,1,4,80,52,1,10,0,1230,0,0,0,0,4,1,0,6,490.35,0,0.582,34,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,344,11,0,0,0
81,2,4,80,52,2,5,0,944,0,0,0,0,4,1,0,6,435.75,0,0.594299,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,195,6,0,0,0
81,3,4,80,52,3,10,1,2034,0,0,0,0,10,3,1,5,529.2,0,1.08077,14,7.10957,0,0,0,5,0,0,0,0,0,0,0,1,5,6,-6,540,12,0,0,0
82,0,4,80,52,0,5,0,1217,0,0,0,0,7,2,1,6,554.4,1,1.21064,44,8.90718,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,251,12,0,0.5,0.3
82,1,4,80,52,1,10,0,1661,0,0,0,0,4,1,0,6,496.65,0,0.614254,34,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,331,11,0,0,0
82,2,4,80,52,2,5,0,1076,0,0,0,0,4,1,0,6,442.05,0,0.59298,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,197,6,0,0,0
82,3,4,80,52,3,10,1,2266,0,0,0,0,10,3,1,5,541.8,1,1.10701,14,7.10957,0,0,0,5,0,0,0,0,0,0,0,1,5,6,-6,376,12,0,0,0
83,0,4,80,52,0,5,0,1128,0,0,0,0,7,2,1,6,563.85,1,1.23563,44,8.90718,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,258,12,0,0.5,0.3
83,1,4,80,52,1,10,0,1318,0,0,0,0,4,1,0,6,502.95,0,0.621419,34,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,357,11,0,0,0
83,2,4,80,52,2,5,0,882,0,0,0,0,4,1,0,6,448.35,0,0.601286,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,199,6,0,0,0
83,3,4,80,52,3,10,1,1454,0,0,0,0,9,3,1,5,553.35,1,1.07531,14,7.19433,0,0,0,5,0,0,0,0,0,0,0,1,5,6,-6,388,12,0,0,0
84,0,4,80,52,0,5,0,1234,0,0,0,0,7,2,1,6,573.3,1,1.23587,44,8.90718,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,267,12,0,0.5,0.3
84,1,4,80,52,1,10,0,1512,0,0,0,0,4,1,0,6,509.25,0,0.62703,34,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,345,11,0,0,0
84,2,4,80,52,2,5,0,949,0,0,0,0,4,1,0,6,454.65,0,0.600266,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,201,6,0,0,0
84,3,4,80,52,3,10,1,1523,0,0,0,0,9,3,1,5,564.9,1,1.07048,14,7.19433,0,0,0,5,0,0,0,0,0,0,0,1,5,6,-6,400,12,0,0,0
85,0,4,80,52,0,5,0,1204,0,0,0,0,7,2,1,6,582.75,1,1.27469,44,8.90718,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,272,12,0,0.5,0.3
85,1,4,80,52,1,10,0,1265,0,0,0,0,4,1,0,6,515.55,0,0.614394,34,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,361,11,0,0,0
85,2,4,80,52,2,5,0,939,0,0,0,0,4,1,0,6,460.95,0,0.60406,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,203,6,0,0,0
85,3,4,80,52,3,10,1,1497,0,0,0,0,9,3,1,5,576.45,1,1.0405,14,7.19433,0,0,0,5,0,0,0,0,0,0,0,1,5,6,-6,409,12,0,0,0
86,0,4,80,52,0,5,0,1238,0,0,0,0,7,2,1,6,592.2,1,1.26661,44,8.90718,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,274,12,0,0.5,0.3
86,1,4,80,52,1,10,0,1642,0,0,0,0,4,1,0,6,521.85,0,0.630512,34,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,347,11,0,0,0
86,2,4,80,52,2,5,0,1036,0,0,0,0,4,1,0,6,467.25,0,0.602841,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,204,6,0,0,0
86,3,4,80,52,3,10,1,1584,0,0,0,0,9,3,1,5,588,1,1.03368,14,7.19433,0,0,0,5,0,0,0,0,0,0,0,1,5,6,-6,420,12,0,0,0
87,0,4,80,52,0,5,0,1239,0,0,0,0,6,2,1,6,600.6,1,1.16033,44,9.03431,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,280,12,0,0,0
87,1,4,80,52,1,10,0,1365,0,0,0,0,4,1,0,6,528.15,0,0.621733,34,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,373,11,0,0,0
87,2,4,80,52,2,5,0,922,0,0,0,0,4,1,0,6,473.55,0,0.603458,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,219,6,0,0,0
87,3,4,80,52,3,10,1,1596,0,0,0,0,9,3,1,5,599.55,1,1.15853,14,7.19433,0,0,0,5,0,0,0,0,0,0,0,1,5,6,-6,430,12,0,0,0
88,0,4,80,52,0,5,0,1303,0,0,0,0,6,2,1,6,609,1,1.16524,44,9.03431,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,288,12,0,0,0
88,1,4,80,52,1,10,0,1553,0,0,0,0,4,1,0,6,534.45,0,0.632708,34,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,361,11,0,0,0
88,2,4,80,52,2,5,0,999,0,0,0,0,4,1,0,6,479.85,0,0.608583,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,220,6,0,0,0
88,3,4,80,52,3,10,1,1617,0,0,0,0,8,3,1,5,610.05,1,1.14664,14,7.27909,0,0,0,5,0,0,0,0,0,0,0,1,5,6,-6,440,12,0,0,0
89,0,4,80,52,0,5,0,1380,0,0,0,0.00217391,6,2,1,6,617.4,1,1.28776,44,9.03431,0,0,0,5,0,0,0,0,0,0,0,2,2,4,-4,294,12,0,0,0
89,1,4,80,52,1,10,0,1441,0,0,0,0,4,1,0,6,540.75,0,0.617245,34,4.8,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,383,11,0,0,0
89,2,4,80,52,2,5,0,1124,0,0,0,0.00044484,4,1,0,6,486.15,0,0.655186,16,4.8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,221,6,0,0,0
